name,id,nametype,recclass,mass (g),fall,year,reclat,reclong
Meteorite_0034,1034,Relict,LL5,572.2301398642838,Found,1978-12-18,72.30948098358436,75.84967646959811
Meteorite_0035,1035,Valid,OC,253.9551639815699,Found,2018-09-27,-60.54607932674578,28.644969446786405
Meteorite_0036,1036,Valid,EH4,492.0566847880123,Found,1985-07-15,-29.30947148982319,76.74482345610619
Meteorite_0037,1037,Valid,OC,537.836501749289,Found,1956-01-19,18.9423396302694,-157.68217546715536
Meteorite_0038,1038,Valid,EH4,1373.0661007768392,Found,2005-12-25,73.02300583874853,-167.8056038395837
Meteorite_0039,1039,Valid,H5,98.51938342909008,Found,1983-01-08,-43.97374069825766,-43.725015053589175
Meteorite_0040,1040,Valid,L6,718.637112346452,Found,1969-10-16,47.44330442398359,69.53980961589869
Meteorite_0041,1041,Valid,EH4,830.559905645244,Found,1975-06-19,37.87844548335647,-99.47429031384212
Meteorite_0042,1042,Valid,L6,681.5301276813306,Fell,2010-05-16,-61.25242281440992,-23.975741533474064
Meteorite_0043,1043,Valid,OC,1316.2954739372863,Found,1973-10-08,-3.696489974820963,173.09169503027078
Meteorite_0044,1044,Valid,EH4,484.16950257109113,Fell,1972-06-10,-3.329083228026221,-102.64516037375562
Meteorite_0045,1045,Valid,H5,2899.823430076821,Found,1972-08-20,-35.169873361802985,125.2596462376909
Meteorite_0046,1046,Valid,L5,657.4006541392997,Fell,1964-09-16,50.38583697644316,117.16591853203079
Meteorite_0047,1047,Valid,H5,846.7971082190284,Fell,1966-11-03,76.66809342715774,140.88678670403584
Meteorite_0048,1048,Valid,H5,,Found,1979-11-25,38.98304254850703,149.4510277063634
Meteorite_0049,1049,Valid,L5,321.9093405205602,Found,1993-10-23,85.13185194410664,2.6352692633275865
Meteorite_0050,1050,Relict,L5,78.1799747978343,Found,1996-02-25,-80.91567520530978,65.49616195040727
Meteorite_0051,1051,Valid,LL5,1230.2619501025956,Found,1991-06-22,-83.29991668390886,42.80072832564997
Meteorite_0052,1052,Valid,EH4,659.7353361648358,Found,1997-02-24,70.89456194878443,-68.7785254683995
Meteorite_0053,1053,Valid,OC,,Found,2018-12-08,71.60406654538843,-79.27646898430535
Meteorite_0054,1054,Valid,LL5,4055.8961889253655,Found,1953-04-01,-70.71825868418117,-57.03481097960713
Meteorite_0055,1055,Valid,L5,509.34230871311826,Found,1967-09-10,-25.65971116759357,-101.35521647723083
Meteorite_0056,1056,Valid,L6,536.8941686274226,Found,1998-11-30,60.37102406031357,92.65807817740637
Meteorite_0057,1057,Valid,OC,524.1854741436085,Found,1981-05-22,-66.86267804970375,167.24623263354567
Meteorite_0058,1058,Valid,L6,392.3822280189286,Fell,2015-12-09,-41.86294693034272,132.3978270617082
Meteorite_0059,1059,Valid,H5,1521.8259139496663,Found,1988-06-22,32.579286634431554,-101.541454528183
Meteorite_0060,1060,Valid,H6,1422.9407626200352,Fell,1970-01-28,86.74182980603962,-161.31043054361527
Meteorite_0061,1061,Valid,H5,651.3238390120157,Found,1995-06-29,,
Meteorite_0062,1062,Valid,H5,45.6892541621079,Found,1950-11-24,49.91717210658973,-39.52302987289818
Meteorite_0063,1063,Valid,H6,370.4251918093799,Found,2012-04-30,-28.32072053559537,116.86054182001737
Meteorite_0064,1064,Valid,EH4,345.7393087773163,Found,1964-05-06,29.04175290086536,100.5248867711228
Meteorite_0065,1065,Valid,L5,1666.4699906090443,Found,1997-06-16,-69.64410799245096,45.14769071964275
Meteorite_0066,1066,Valid,L6,91.65001713738043,Found,1977-08-05,88.60806597302985,-88.07783962341766
Meteorite_0067,1067,Valid,H5,1638.225214428436,Found,1969-04-09,-3.4948228042817533,-142.54712358114708
Meteorite_0068,1068,Valid,H6,1106.1918980668074,Found,1972-01-14,24.98541628758811,-89.04660261979133
Meteorite_0069,1069,Relict,LL5,1318.4168922168597,Found,1990-12-11,67.71094176266166,3.5134903243681777
Meteorite_0070,1070,Valid,H5,566.0092609703386,Found,1956-04-16,-89.82630686815848,172.60667123125756
Meteorite_0071,1071,Valid,L6,1138.5777626123581,Found,1998-06-09,85.67683696733545,-157.07259352787088
Meteorite_0072,1072,Valid,L5,939.1217491203497,Found,2017-10-29,-25.35132380936524,-107.97407970626455
Meteorite_0073,1073,Valid,H5,1465.2518371943756,Found,1984-10-12,-28.87366654875126,45.820604769273075
Meteorite_0074,1074,Valid,H5,591.9811515174066,Found,1957-08-11,-63.888599503322304,-70.42881791987003
Meteorite_0075,1075,Valid,EH4,640.2239026206224,Found,1987-07-12,64.4731938510374,129.06154779835833
Meteorite_0076,1076,Valid,H6,1031.634870514933,Found,1986-03-18,66.75111645610329,-129.8098846563858
Meteorite_0077,1077,Valid,LL5,,Found,1970-01-14,-86.40198018991975,166.73670849021892
Meteorite_0078,1078,Valid,LL5,573.1345405229474,Found,2003-12-29,-79.96946024280307,148.45496094594967
Meteorite_0079,1079,Valid,OC,3573.7967815068855,Found,1987-01-18,75.30149891406069,139.51046016385965
Meteorite_0080,1080,Valid,L5,38.275572801618274,Found,1964-08-10,-67.88373619006772,-117.69514496517021
Meteorite_0081,1081,Valid,OC,379.8042661588542,Found,1976-02-04,21.7669435140526,-61.381395269048056
Meteorite_0082,1082,Valid,L6,377.03775020751397,Found,2017-11-16,21.53708103029686,109.47486320406989
Meteorite_0083,1083,Valid,L5,1003.658861317209,Found,1970-07-17,66.55146031955778,110.8109036015806
Meteorite_0084,1084,Valid,H5,111.8262171328407,Fell,2015-06-19,13.077738976622115,73.86314947456765
Meteorite_0085,1085,Valid,H5,990.3249437297837,Fell,1954-07-08,-11.87794596408682,-18.701682647849367
Meteorite_0086,1086,Valid,LL5,,Found,1986-11-20,85.38854086638821,-67.82786255756264
Meteorite_0087,1087,Valid,L6,99.76911827153825,Found,1957-11-02,-48.813214320185395,166.66485702542172
Meteorite_0088,1088,Valid,H6,,Found,2018-12-15,-42.71075681702701,-129.86558284019543
Meteorite_0089,1089,Valid,L6,391.7621842252163,Found,1952-07-06,,
Meteorite_0090,1090,Valid,H5,,Found,1984-01-27,85.55702708788996,-176.71301280365
Meteorite_0091,1091,Valid,H6,38.06843117819807,Fell,1972-11-14,37.14483759077078,99.00968746812788
Meteorite_0092,1092,Valid,L6,588.9793705852361,Found,2006-03-09,-87.82252425154782,-159.58614745197377
Meteorite_0093,1093,Valid,L6,120.0635639687127,Found,2014-12-22,36.77652496422675,13.911697609888336
Meteorite_0094,1094,Valid,H6,432.90665695465094,Found,1964-12-02,-17.255499999535388,-47.77472121577114
Meteorite_0095,1095,Valid,H5,6332.519609922189,Fell,2010-06-01,84.15894451236147,-127.1131595740055
Meteorite_0096,1096,Valid,L6,2196.8072700677967,Found,1957-09-12,-40.07024961076925,86.61437527939313
Meteorite_0097,1097,Valid,H6,49.53106786897223,Found,1959-05-15,37.85154096850171,-160.19754082418356
Meteorite_0098,1098,Valid,EH4,828.4077103109125,Found,2006-05-26,22.93814706739124,-65.37821810923715
Meteorite_0099,1099,Valid,EH4,1043.6194149210187,Found,1975-06-09,-87.83100451867523,22.388841151232782
Meteorite_0100,1100,Valid,H5,235.13342335527122,Found,1957-06-14,69.33904727982724,-35.13033959174922
Meteorite_0101,1101,Valid,H6,156.77729532603723,Found,2017-08-15,-64.86972113646604,-86.70664848268795
Meteorite_0102,1102,Valid,EH4,2347.385142258303,Fell,1979-10-28,29.44598021960995,153.36036169417685
Meteorite_0103,1103,Valid,H6,3467.8642936855636,Found,2003-10-07,49.59872114297201,155.14933985951905
Meteorite_0104,1104,Valid,L6,,Found,1991-10-09,23.56697636972298,-30.205965740678494
Meteorite_0105,1105,Valid,H5,1559.5139804349249,Found,1952-02-28,-72.51950384754139,-38.25200996588882
Meteorite_0106,1106,Valid,EH4,,Fell,1995-07-24,85.53224452584439,-69.34138290478766
Meteorite_0107,1107,Valid,OC,424.235554142038,Found,1961-01-08,-47.372775386179974,128.07222944844978
Meteorite_0108,1108,Valid,L6,188.0157125617069,Fell,2011-03-02,23.015658589896418,24.449502958165567
Meteorite_0109,1109,Valid,OC,82.27417819975481,Fell,1968-06-16,53.49205048703601,-147.7720033551161
Meteorite_0110,1110,Valid,OC,1181.876954069753,Found,1960-01-03,79.0624817831721,127.19545312261232
Meteorite_0111,1111,Valid,L5,,Found,1987-03-08,18.721895266063413,12.55905718452027
Meteorite_0112,1112,Valid,L5,1751.3105824445206,Fell,1970-12-22,-43.370253150639186,-30.38695052187296
Meteorite_0113,1113,Valid,H5,,Fell,1958-11-26,60.59502313325396,-58.36862028831915
Meteorite_0114,1114,Valid,EH4,2119.676738719193,Found,1964-06-04,-60.62040612898713,-144.20642748733985
Meteorite_0115,1115,Valid,EH4,8259.734238698746,Found,1982-04-04,,
Meteorite_0116,1116,Valid,EH4,279.7985769789631,Found,2014-07-04,,
Meteorite_0117,1117,Valid,H6,1440.9939354014177,Found,1986-12-07,13.570012449829079,-132.56007728436694
Meteorite_0118,1118,Valid,L6,882.99985486139,Found,1991-06-06,-77.46453165396264,4.05677488854036
Meteorite_0119,1119,Valid,EH4,,Fell,1970-09-15,14.351289682140944,20.007071203063305
Meteorite_0120,1120,Valid,L6,4012.1374329536084,Fell,1993-10-09,,
Meteorite_0121,1121,Valid,H5,2281.783991537687,Found,2018-12-13,-84.35051884856429,-26.20024960957059
Meteorite_0122,1122,Valid,OC,137.55739289178874,Fell,2006-12-23,-69.02567145166425,52.46860156344286
Meteorite_0123,1123,Valid,EH4,26.506557675948027,Found,2005-08-11,49.51933713107465,-77.75619414668637
Meteorite_0124,1124,Valid,H5,,Found,1989-05-27,46.018962866447964,-60.62077623961859
Meteorite_0125,1125,Valid,EH4,926.6709929968495,Found,2009-06-10,18.77726428475097,-136.0697482565971
Meteorite_0126,1126,Valid,L5,2745.9954641218114,Found,1955-11-23,-52.32090781569497,-31.23336804272779
Meteorite_0127,1127,Valid,LL5,266.5800115634996,Found,1973-12-04,43.014071843155534,30.188622494986078
Meteorite_0128,1128,Valid,H5,88.16252792241009,Fell,1971-08-07,-16.551851901287833,-138.0508053482459
Meteorite_0129,1129,Valid,EH4,300.04529480066014,Found,1977-08-23,1.9356510827412023,41.32236918061281
Meteorite_0130,1130,Valid,LL5,19.109061190458384,Fell,1964-12-27,71.57532479873785,-36.794442688987544
Meteorite_0131,1131,Valid,H5,36.55273660646394,Found,1951-05-04,-7.5856457271374325,64.14561158069094
Meteorite_0132,1132,Valid,H6,2463.432548662353,Found,1999-11-06,22.74590769326832,-66.65868881394265
Meteorite_0133,1133,Valid,EH4,433.89017323797555,Fell,2016-02-08,83.11526853082344,24.659725784977468
Meteorite_0134,1134,Valid,H6,,Found,1965-05-24,-8.749818209880473,40.60902537352848
Meteorite_0135,1135,Valid,L5,18.542509207439828,Fell,2003-05-28,10.931021674684231,68.58266369261207
Meteorite_0136,1136,Valid,EH4,315.42576776637105,Found,1960-05-02,,
Meteorite_0137,1137,Valid,OC,1633.3514952218352,Found,1967-08-26,-46.67191940290422,-130.91338443603314
Meteorite_0138,1138,Valid,L5,955.7879783927331,Fell,2004-04-23,42.645971210931435,167.48738719209985
Meteorite_0139,1139,Relict,LL5,1401.5322750231223,Fell,2019-01-24,40.79466508929255,123.71234963535426
Meteorite_0140,1140,Relict,H5,592.7838635557453,Found,2019-01-22,-51.55978653077723,22.434761735502207
Meteorite_0141,1141,Valid,L6,370.67132612777664,Found,2009-11-12,-87.59915192978772,140.52919348020885
Meteorite_0142,1142,Valid,L5,659.3451476042701,Fell,1973-06-21,89.80948270232153,-42.324131526930245
Meteorite_0143,1143,Valid,L6,,Found,1971-06-13,14.685791932924133,-167.65684142179194
Meteorite_0144,1144,Valid,L6,1826.1714063465838,Found,1978-02-01,-57.41423237231976,81.73129711245952
Meteorite_0145,1145,Valid,H5,353.35719033616544,Fell,2014-05-06,-38.95821314735771,159.6038937679296
Meteorite_0146,1146,Valid,LL5,1078.1147277562502,Found,1983-12-30,21.20256759763798,-121.73232111289116
Meteorite_0147,1147,Valid,H5,,Found,2020-07-27,-65.22919541134553,51.794620925880764
Meteorite_0148,1148,Valid,EH4,1161.1256417951347,Found,1963-05-20,-83.28948532038784,112.83320183483409
Meteorite_0149,1149,Valid,L5,2445.2980687886447,Found,2003-01-17,53.726370201853825,145.8241385897099
Meteorite_0150,1150,Valid,L6,937.9821862133124,Fell,2020-04-26,38.85232398334503,-80.45000671853303
Meteorite_0151,1151,Valid,H5,820.6519243340157,Found,2004-04-18,-34.27170333606297,-133.65582862149665
Meteorite_0152,1152,Valid,H5,3247.2307536135645,Found,1995-06-19,-79.47155200057756,-90.77395900466347
Meteorite_0153,1153,Valid,H5,987.240575865023,Fell,1992-12-10,-2.471236047346025,27.97979076688881
Meteorite_0154,1154,Relict,L5,,Fell,2015-09-19,-40.28646781339939,150.74217233839136
Meteorite_0155,1155,Valid,LL5,345.86363142894425,Found,2012-11-23,-18.3997408835434,29.712892031462218
Meteorite_0156,1156,Valid,OC,1221.819929485484,Found,1951-09-10,-40.68551765239148,151.06366830095874
Meteorite_0157,1157,Valid,H5,,Found,1987-05-03,-58.45182841333362,97.21332852883887
Meteorite_0158,1158,Valid,L5,361.6820755673141,Found,1957-01-14,-20.341838369450002,35.42020710041132
Meteorite_0159,1159,Valid,L6,,Found,1967-04-11,83.68094222600675,-172.15253666520135
Meteorite_0160,1160,Valid,EH4,4716.829244675412,Found,2002-05-27,-42.07898393820594,-60.09272356458915
Meteorite_0161,1161,Valid,OC,107.53237196487731,Fell,1957-08-22,-29.526004071542786,-159.31455939903375
Meteorite_0162,1162,Valid,H6,,Found,1971-06-06,-30.736433965566484,-63.992753901349786
Meteorite_0163,1163,Valid,OC,64.48255598099105,Found,1983-03-23,-3.548012437702752,-157.5599406629613
Meteorite_0164,1164,Valid,OC,,Found,2003-12-02,61.83099698270104,-119.58628987797752
Meteorite_0165,1165,Valid,L5,96.89185282986507,Found,2014-06-10,-17.61793352106389,-32.153070152732795
Meteorite_0166,1166,Valid,H6,1120.8804637065791,Found,1961-02-06,55.10663352594753,5.358508355873056
Meteorite_0167,1167,Valid,H5,58.1413457040982,Found,2014-03-06,-69.29782030214332,-101.82899221457225
Meteorite_0168,1168,Valid,H5,1117.3518968670019,Found,1994-01-20,71.08329684278036,83.72785653287599
Meteorite_0169,1169,Valid,OC,1851.744832078157,Found,2015-03-09,-56.64526496569178,32.53126387212711
Meteorite_0170,1170,Valid,L5,508.86342833796414,Found,1971-01-12,-82.94373016514506,69.03379107478003
Meteorite_0171,1171,Valid,H6,738.4092121227885,Fell,1992-08-17,-61.4961935321286,83.79564519362879
Meteorite_0172,1172,Valid,H5,,Found,1967-10-27,-55.665037567682646,81.69132188916848
Meteorite_0173,1173,Valid,L6,357.37341443051906,Found,1995-06-22,1.5307429704046314,157.04420443086707
Meteorite_0174,1174,Valid,LL5,1625.889503926082,Found,2014-05-28,-9.011107304449965,-94.60067979071988
Meteorite_0175,1175,Valid,LL5,317.4577661364665,Found,1978-07-26,38.85739504770754,-82.74396987674346
Meteorite_0176,1176,Valid,H5,1283.5335495683626,Found,1983-10-19,-80.82880455714057,-146.08761551922575
Meteorite_0177,1177,Valid,H6,230.92005919323202,Found,2017-02-18,-0.41287475230478776,33.33108867519712
Meteorite_0178,1178,Valid,EH4,287.48715288760627,Found,1982-07-20,-30.15517915379145,-37.733217250368455
Meteorite_0179,1179,Valid,H5,410.1678927514364,Found,2004-01-12,23.527139776381517,-1.368402959605362
Meteorite_0180,1180,Valid,EH4,889.5426171637454,Found,1960-06-24,-82.13404965749669,-118.86427522290967
Meteorite_0181,1181,Valid,EH4,605.9100808401,Found,1998-09-13,-83.71173439473131,53.66169020569791
Meteorite_0182,1182,Valid,H6,,Found,2006-05-23,-13.094711748666612,42.846969830202426
Meteorite_0183,1183,Valid,EH4,240.2481295490066,Found,1994-07-06,56.041106256272144,-84.67760630447297
Meteorite_0184,1184,Valid,L6,10.729645167022198,Found,1995-12-24,30.796931544349434,-12.449991446613353
Meteorite_0185,1185,Valid,H6,1498.6010424487033,Found,1955-04-01,-86.99290345591814,141.94833771862068
Meteorite_0186,1186,Valid,H5,1724.0036322813376,Fell,2005-12-29,-57.87502304145798,98.4596523572875
Meteorite_0187,1187,Valid,OC,61.32253860637366,Found,1957-10-30,-49.188336386860264,-98.30020436520059
Meteorite_0188,1188,Valid,L6,943.9382313768962,Found,1969-05-13,-13.849393041864957,136.38774689985723
Meteorite_0189,1189,Valid,L5,475.14769147341224,Found,1992-07-02,15.608823105923918,-155.76732956824458
Meteorite_0190,1190,Valid,LL5,1579.3727102526943,Found,1955-08-14,-51.03716869848786,-30.985716220051586
Meteorite_0191,1191,Valid,H5,2074.7689090228364,Found,2004-12-28,,
Meteorite_0192,1192,Valid,H5,1903.834253874686,Found,1972-06-28,15.109810918877542,152.7171099071358
Meteorite_0193,1193,Valid,H5,1501.499834624418,Found,1958-02-16,-20.981645297703167,-165.3471209447844
Meteorite_0194,1194,Valid,L6,313.4132701326055,Found,1974-06-20,-64.2295041507662,-125.55349340115168
Meteorite_0195,1195,Valid,L5,1670.7264860744563,Found,1951-08-25,-1.5009974031197544,149.4143797811584
Meteorite_0196,1196,Valid,OC,762.4511202227842,Found,2016-07-31,-31.68104472831503,29.576752164226548
Meteorite_0197,1197,Valid,H6,54.19921230347149,Found,1992-04-21,65.55390525987042,106.26767103465573
Meteorite_0198,1198,Valid,L5,610.5333501001512,Found,1986-04-19,49.612483456890175,-174.09356630575377
Meteorite_0199,1199,Valid,L6,2850.0386891589274,Found,1964-06-10,-55.7504833979359,-29.125774600085776
Meteorite_0200,1200,Valid,H5,2188.0013896192127,Found,1999-11-26,-62.525557560448014,174.40762689874106
Meteorite_0201,1201,Valid,LL5,107.87955354590311,Found,1979-10-02,-27.41819880339,28.734863770856123
Meteorite_0202,1202,Valid,H5,1363.0728230609593,Found,1983-11-12,-15.808589920153366,125.88580389597075
Meteorite_0203,1203,Valid,H6,1638.8299882601748,Fell,2002-02-23,77.76326723845105,166.88141168287632
Meteorite_0204,1204,Valid,EH4,316.6141829507803,Found,1973-10-01,-35.70826732464006,66.6145832480664
Meteorite_0205,1205,Valid,LL5,637.917926641693,Fell,2005-11-28,66.16518353432849,-62.05303379045492
Meteorite_0206,1206,Valid,H5,,Found,2002-01-31,0.9556702836688373,-68.90150366239182
Meteorite_0207,1207,Valid,OC,578.108331312166,Fell,2009-12-27,69.41227060033015,-154.34013316447152
Meteorite_0208,1208,Valid,LL5,,Found,1992-05-02,36.35167991914555,-26.002043277804177
Meteorite_0209,1209,Valid,EH4,,Found,1981-06-30,37.5100142596864,149.54018962387698
Meteorite_0210,1210,Valid,L5,2426.3210718315127,Found,1992-10-11,3.383547749306615,-7.897526426166905
Meteorite_0211,1211,Valid,L6,1056.9466679102925,Fell,1989-05-06,61.25472748406514,147.95816764564114
Meteorite_0212,1212,Valid,H5,,Found,1964-09-12,-44.203535056494786,114.17109596216602
Meteorite_0213,1213,Valid,H6,443.73183208007526,Found,2014-06-01,73.32322887303641,174.30736078438082
Meteorite_0214,1214,Valid,L5,202.3588636602317,Found,1984-05-29,24.6196539064741,161.1703014811427
Meteorite_0215,1215,Valid,H5,,Found,2011-07-27,-11.03239773134537,74.33397685907627
Meteorite_0216,1216,Valid,L5,397.1565289067079,Found,1960-06-22,86.79418261480026,133.63822327535098
Meteorite_0217,1217,Valid,H6,1966.6381299462214,Found,1978-06-14,65.16253924409523,89.30797258765523
Meteorite_0218,1218,Valid,H5,130.82426019119856,Fell,1977-01-13,48.96378230970592,73.22202527119842
Meteorite_0219,1219,Valid,EH4,568.2141224259927,Fell,2010-05-20,-40.69755520759011,77.60144804320879
Meteorite_0220,1220,Valid,EH4,505.3864437422074,Found,2007-12-28,85.2733260778316,79.57572312886634
Meteorite_0221,1221,Valid,H6,2781.4898771021167,Found,1959-11-18,43.737750508672036,-43.40915572984255
Meteorite_0222,1222,Valid,LL5,166.21374765044197,Found,1968-10-31,18.93911112522747,-27.517530221069705
Meteorite_0223,1223,Valid,H6,,Found,1952-10-15,75.92386122239992,-74.13438269770407
Meteorite_0224,1224,Valid,LL5,271.92055737955184,Fell,2009-07-03,-60.80729725275675,-126.6261927583214
Meteorite_0225,1225,Valid,H5,1716.3377220230482,Found,2007-11-22,-64.97711050243018,-14.96037587969073
Meteorite_0226,1226,Relict,LL5,234.8642410877316,Found,1998-06-13,11.468414590336835,143.98174413802178
Meteorite_0227,1227,Valid,H5,275.5928606104902,Found,1976-04-24,-79.79155260604007,54.4552943824184
Meteorite_0228,1228,Valid,H5,,Found,1956-11-05,29.517635136062836,-159.77507050147997
Meteorite_0229,1229,Valid,OC,1256.7978089953988,Found,1957-04-21,-46.66659513918843,112.03198004327476
Meteorite_0230,1230,Valid,L6,71.68311964600423,Found,2011-05-19,-68.57521597024716,156.7445497983001
Meteorite_0231,1231,Valid,H5,402.2826310574191,Fell,1976-03-23,-16.29074703753396,118.59207839523742
Meteorite_0232,1232,Valid,LL5,,Found,1964-04-27,-6.129067254198532,81.91490909606887
Meteorite_0233,1233,Valid,L6,810.0400046001427,Found,2020-06-02,-59.312724498707205,-125.95665750720427
Meteorite_0234,1234,Valid,L6,1310.8762319558218,Found,1978-01-29,-82.52365122789621,-54.360038789068284
Meteorite_0235,1235,Valid,H5,761.1614625148901,Found,1963-03-28,-15.46999357701354,23.5032798052909
Meteorite_0236,1236,Valid,H6,2674.0255551414216,Found,1954-03-27,46.71474047791739,-152.33011942377976
Meteorite_0237,1237,Valid,H6,3025.0094765273693,Found,1991-03-17,67.35595870818389,-141.74272291111745
Meteorite_0238,1238,Valid,EH4,448.57930349362834,Fell,1991-03-16,-72.44130705676206,156.33141192401393
Meteorite_0239,1239,Valid,L6,1503.6391860416416,Found,2000-09-24,4.441583342025922,72.9688295793541
Meteorite_0240,1240,Valid,H5,1342.4741774139056,Found,2000-10-12,-42.587462014850736,-80.96866342154081
Meteorite_0241,1241,Relict,OC,2234.5955806152565,Found,2003-02-08,-22.565903471484035,-62.1502884859148
Meteorite_0242,1242,Valid,H6,594.1051368440002,Found,1992-10-27,78.01952935678315,-41.60545045913901
Meteorite_0243,1243,Valid,OC,756.0298726946137,Found,2007-01-10,-26.626540869783554,-152.9743346716619
Meteorite_0244,1244,Valid,H5,537.4679214596066,Fell,1989-02-09,-24.237732567901162,86.10371953719414
Meteorite_0245,1245,Valid,H5,1899.635942586142,Found,1959-05-17,-52.30875136590157,-116.33975564716597
Meteorite_0246,1246,Valid,L6,260.9782354204571,Found,2014-07-07,82.80331524465399,109.84320893545566
Meteorite_0247,1247,Relict,OC,274.0541271615877,Found,2004-08-08,-7.832275801148995,124.51407471969605
Meteorite_0248,1248,Relict,EH4,466.1791177455423,Found,2002-03-19,12.670584130217321,49.83630387388709
Meteorite_0249,1249,Valid,L6,261.81009977816683,Found,1956-05-21,-8.42974338574804,97.14777962360876
Meteorite_0250,1250,Valid,L5,823.2714387273577,Found,1966-08-11,-44.474566182504454,-118.13933999302438
Meteorite_0251,1251,Valid,OC,144.43647346124925,Found,1999-05-24,55.87427036537764,27.338033761429244
Meteorite_0252,1252,Valid,H6,385.93637038109586,Fell,2013-06-02,-84.87517934217219,63.64775320060727
Meteorite_0253,1253,Valid,H6,2446.971745343198,Found,1966-07-14,34.24381741650488,58.16180910754002
Meteorite_0254,1254,Valid,H6,526.3208575416866,Found,2018-10-11,16.969105907883446,-137.77564404845492
Meteorite_0255,1255,Valid,LL5,1379.2540682180447,Found,1973-07-02,-64.02948287602516,-56.02231350718628
Meteorite_0256,1256,Valid,H5,120.43150542815997,Fell,1964-06-25,-60.1370920258759,-62.98649226635884
Meteorite_0257,1257,Valid,L6,284.4400111390748,Found,2011-11-21,28.660605822156484,26.10967413488703
Meteorite_0258,1258,Valid,H6,1646.8574788683475,Found,1950-10-24,-33.81501750061113,95.48536639239114
Meteorite_0259,1259,Valid,L5,1439.6653336063216,Found,2012-07-31,-42.167145930177746,25.412531821276957
Meteorite_0260,1260,Valid,H6,488.0143221608663,Found,1997-10-31,-79.35190280328973,91.73787791459551
